start	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	promoter	tss0	region
161223	0.8	NA	0.833333333333333	NA	0.75	0.714285714285714	0.75	0.75	0.785714285714286	NA	0.888888888888889	0.636363636363636	1	NA	NA	0.333333333333333	NA	0.5	NA	uc002kkf.1	158482	158482
161624	NA	NA	NA	0.625	1	0.5	0.8	0.9	0.785714285714286	0.714285714285714	1	0.777777777777778	0.714285714285714	NA	NA	1	NA	0.625	1	uc002kkf.1	158482	158482
161909	1	1	0.75	1	0.875	NA	1	0.777777777777778	0.9	1	1	0.96551724137931	0.846153846153846	0.714285714285714	1	1	1	0.833333333333333	1	uc002kkf.1	158482	158482
162101	1	NA	1	1	0.9	1	1	0.857142857142857	1	NA	0.909090909090909	1	1	NA	0.916666666666667	1	1	1	0.875	uc002kkf.1	158482	158482
162173	1	1	1	NA	1	1	NA	0.875	1	0.75	1	0.666666666666667	NA	NA	0.7	1	1	1	0.833333333333333	uc002kkf.1	158482	158482
162673	1	1	1	1	1	0.888888888888889	0.9	1	1	0.857142857142857	1	0.964285714285714	1	NA	1	1	NA	1	1	uc002kkf.1	158482	158482
162836	1	1	NA	1	1	NA	1	1	1	0.833333333333333	NA	1	NA	1	1	1	NA	1	1	uc002kkf.1	158482	158482
162858	1	NA	NA	1	1	NA	1	0.875	1	1	NA	1	NA	NA	1	1	NA	0.75	1	uc002kkf.1	158482	158482
162942	NA	0.8	NA	1	1	NA	1	0.8	1	1	NA	1	1	NA	NA	1	NA	0.833333333333333	1	uc002kkf.1	158482	158482
162946	NA	0.8	NA	1	1	NA	1	1	1	1	NA	1	1	NA	NA	1	NA	1	0.888888888888889	uc002kkf.1	158482	158482
163220	1	NA	NA	0.857142857142857	NA	NA	1	0.923076923076923	1	1	1	1	1	NA	1	1	1	0.888888888888889	1	uc002kkf.1	158482	158482
163395	1	1	1	1	0.857142857142857	0.75	1	1	1	1	1	1	1	NA	0.75	0.857142857142857	NA	1	0.888888888888889	uc002kkf.1	158482	158482
163446	0.8	1	0.888888888888889	1	0.857142857142857	1	1	0.833333333333333	0.928571428571429	0.875	0.875	0.95	1	NA	NA	0.9	0.75	0.888888888888889	1	uc002kkf.1	158482	158482
163513	0.875	1	0.777777777777778	1	1	0.777777777777778	1	1	0.909090909090909	0.909090909090909	0.91304347826087	0.973684210526316	1	NA	1	0.928571428571429	0.75	0.833333333333333	0.777777777777778	0	NA	NA
163669	0.777777777777778	0.7	0.5	1	1	0.888888888888889	0.923076923076923	0.888888888888889	0.583333333333333	0.769230769230769	0.857142857142857	0.75	0.4	NA	1	0.4	0.75	0.933333333333333	0.7	0	NA	NA
163774	0.777777777777778	NA	NA	NA	0.8	1	0.928571428571429	0.666666666666667	1	0.75	1	0.9	NA	NA	1	0.857142857142857	0.8	0.833333333333333	NA	0	NA	NA
164442	1	0.75	1	NA	1	0.8	NA	0.923076923076923	0.666666666666667	1	0.875	0.892857142857143	0.888888888888889	NA	NA	1	0.5	0.916666666666667	0.75	0	NA	NA
164477	1	1	NA	1	1	1	1	1	0.818181818181818	NA	0.857142857142857	0.888888888888889	0.8	NA	NA	1	1	1	1	0	NA	NA
164539	NA	NA	1	1	1	1	0.857142857142857	1	0.875	NA	1	1	1	NA	1	1	1	1	NA	0	NA	NA
164556	1	1	1	0.8	1	NA	1	0.846153846153846	1	NA	0.833333333333333	1	1	NA	1	1	1	1	NA	0	NA	NA
165009	1	NA	1	NA	1	NA	1	1	1	NA	1	1	NA	NA	1	0.833333333333333	NA	1	1	0	NA	NA
165107	NA	NA	1	NA	1	0.8	1	1	1	1	1	1	NA	NA	1	0.857142857142857	NA	1	0.857142857142857	0	NA	NA
165242	0.857142857142857	NA	NA	1	1	NA	1	1	0.875	1	1	1	1	NA	1	NA	NA	NA	1	0	NA	NA
165375	1	NA	1	NA	NA	1	1	0.777777777777778	0.9	NA	0.875	1	0.857142857142857	NA	0.8	1	0.75	1	NA	0	NA	NA
165402	0.846153846153846	NA	0.909090909090909	NA	NA	0.857142857142857	0.75	1	1	1	0.888888888888889	0.916666666666667	1	NA	0.857142857142857	0.857142857142857	NA	NA	1	0	NA	NA
165483	1	1	1	0.833333333333333	1	1	1	0.875	0.818181818181818	1	1	0.956521739130435	1	NA	1	0.875	1	1	1	0	NA	NA
165502	0.5	0.75	1	0	1	NA	0	1	1	1	1	0	0	NA	1	0.428571428571429	0.625	1	0.75	0	NA	NA
165827	0.9	1	0.8	1	1	1	1	0.944444444444444	1	0.8	0.9	1	1	NA	1	1	1	0.833333333333333	1	0	NA	NA
165899	1	1	1	1	1	1	1	1	1	1	0.916666666666667	1	1	NA	0.8	0.888888888888889	1	0.909090909090909	1	0	NA	NA
165932	1	0.833333333333333	1	1	0.875	1	1	0.916666666666667	0.857142857142857	1	0.818181818181818	0.875	0.833333333333333	NA	1	1	1	1	1	0	NA	NA
166069	1	1	0.888888888888889	1	1	0.9	0.916666666666667	1	1	0.857142857142857	0.916666666666667	1	0.857142857142857	NA	1	1	1	0.916666666666667	1	0	NA	NA
166100	1	NA	0.9	0.833333333333333	0.857142857142857	1	0.9	1	0.961538461538462	1	1	1	1	NA	0.833333333333333	0.888888888888889	1	1	0.857142857142857	0	NA	NA
166457	1	1	0.75	1	NA	1	0.857142857142857	0.818181818181818	1	NA	1	1	1	NA	1	1	NA	NA	NA	0	NA	NA
166552	1	1	1	NA	1	1	1	1	0.916666666666667	1	1	1	1	NA	1	NA	NA	1	NA	0	NA	NA
166564	1	1	1	NA	1	NA	0.857142857142857	1	1	1	0.888888888888889	1	1	NA	1	NA	NA	1	NA	0	NA	NA
166612	0.833333333333333	1	1	NA	0.8	0.857142857142857	1	1	0.909090909090909	1	1	0.933333333333333	1	NA	0.888888888888889	0.8	NA	1	NA	0	NA	NA
166839	0.6	0.857142857142857	0.833333333333333	0.75	0.636363636363636	0.6	0.625	0.529411764705882	0.722222222222222	0.888888888888889	0.727272727272727	0.666666666666667	0.875	NA	0.818181818181818	0.857142857142857	0.4	0.5	0.75	0	NA	NA
167121	1	NA	0.75	1	1	1	1	1	1	0.666666666666667	1	1	1	NA	1	0.75	NA	1	1	0	NA	NA
167141	0.8	1	1	1	1	0.75	1	0.857142857142857	0.888888888888889	1	1	1	1	NA	1	1	NA	0.916666666666667	1	0	NA	NA
167167	1	1	NA	0.857142857142857	1	1	1	1	1	1	1	1	1	NA	1	NA	NA	0.9	1	0	NA	NA
167213	1	1	1	NA	NA	NA	1	0.8	1	1	0.8	0.916666666666667	1	NA	NA	NA	1	0.875	1	0	NA	NA
167236	1	NA	1	1	1	0.833333333333333	1	0.75	1	1	0.75	0.857142857142857	1	NA	1	NA	1	0.777777777777778	1	0	NA	NA
167275	1	NA	1	1	1	1	NA	1	1	1	1	0.9	1	NA	1	1	NA	1	1	0	NA	NA
167546	0.833333333333333	NA	1	0.857142857142857	NA	0.909090909090909	NA	0.833333333333333	0.888888888888889	1	1	0.833333333333333	1	NA	1	1	NA	0.857142857142857	0.75	0	NA	NA
167553	1	1	1	1	NA	1	NA	0.818181818181818	1	NA	1	0.909090909090909	1	NA	1	1	NA	1	NA	0	NA	NA
167579	1	1	1	NA	NA	1	NA	1	1	NA	1	0.923076923076923	1	NA	0.833333333333333	1	NA	1	1	0	NA	NA
167650	1	NA	NA	1	1	1	0.75	1	1	1	0.833333333333333	1	1	NA	0.875	1	1	NA	NA	0	NA	NA
167753	NA	1	NA	0.833333333333333	NA	1	1	1	0.916666666666667	0.9	NA	1	NA	NA	1	1	NA	1	1	0	NA	NA
167859	1	1	NA	1	NA	NA	1	0.818181818181818	1	1	1	1	NA	NA	1	1	1	NA	NA	0	NA	NA
168205	NA	0.875	1	1	0.8	NA	1	1	1	0.857142857142857	NA	1	NA	NA	1	1	NA	1	0.833333333333333	0	NA	NA
168215	1	1	1	1	1	NA	1	1	1	1	0.75	1	NA	NA	1	1	NA	1	1	0	NA	NA
168221	1	1	1	1	1	NA	0.909090909090909	1	1	1	NA	0.818181818181818	NA	NA	1	1	NA	1	0.875	0	NA	NA
168340	0.857142857142857	1	1	1	0.833333333333333	1	1	1	0.956521739130435	0.8	0.875	0.875	0.909090909090909	NA	1	0.666666666666667	NA	1	0.857142857142857	0	NA	NA
168388	0	NA	1	0	0.714285714285714	0.25	0	0.714285714285714	0.923076923076923	NA	0.875	0	0	0	0.461538461538462	0.666666666666667	NA	1	0	0	NA	NA
168654	0.909090909090909	1	1	NA	1	1	NA	1	1	NA	1	0.666666666666667	NA	NA	NA	1	0.4	NA	0	0	NA	NA
168714	1	NA	NA	1	1	1	1	1	1	0.8	1	1	NA	NA	1	1	1	NA	NA	0	NA	NA
169263	1	NA	NA	0.75	NA	1	0.833333333333333	1	1	1	1	1	1	NA	1	NA	1	0.75	1	0	NA	NA
169436	0.875	1	1	NA	1	1	1	1	0.888888888888889	1	1	1	NA	NA	0.875	1	NA	NA	1	0	NA	NA
169544	1	1	1	1	1	0.8	1	1	0.941176470588235	1	1	0.875	1	1	1	1	NA	1	1	0	NA	NA
169713	1	0.8	1	1	1	0.8	1	1	1	1	0.857142857142857	1	1	NA	1	1	1	1	1	0	NA	NA
169903	1	1	NA	1	NA	1	1	1	0.923076923076923	1	1	1	0.8	NA	NA	1	NA	NA	1	0	NA	NA
169931	0.875	0.8	NA	NA	NA	0.625	0.857142857142857	1	0.9	1	1	1	1	NA	NA	1	NA	NA	1	0	NA	NA
169936	1	1	NA	NA	NA	1	1	0.9	0.8	0.875	1	0.875	1	NA	NA	0.8	NA	NA	0.888888888888889	0	NA	NA
169959	0.857142857142857	1	NA	1	NA	1	NA	1	1	1	1	0.8	1	0.75	NA	0.8	NA	0.75	1	0	NA	NA
171376	1	NA	0.833333333333333	0.8	0.9	1	0.857142857142857	0.875	1	1	1	0.875	0.75	NA	1	NA	NA	1	1	0	NA	NA
171473	0.833333333333333	NA	0.7	0.25	NA	NA	1	0.777777777777778	0.894736842105263	0.714285714285714	0.714285714285714	0.666666666666667	0.857142857142857	NA	0.7	0.714285714285714	NA	0.666666666666667	0.833333333333333	0	NA	NA
171606	0.666666666666667	1	0.777777777777778	0.714285714285714	0.833333333333333	0.6	0.8	0.777777777777778	0.909090909090909	0.714285714285714	0.857142857142857	0.789473684210526	0.75	NA	1	0.545454545454545	0.8	0.888888888888889	0.833333333333333	0	NA	NA
172152	1	NA	0.833333333333333	1	NA	1	NA	0.8	1	0.833333333333333	1	1	NA	NA	1	1	NA	NA	1	0	NA	NA
172245	0.909090909090909	0.875	1	1	0.857142857142857	1	0.888888888888889	1	1	0.75	NA	0.928571428571429	1	NA	1	0.857142857142857	1	0.8	0.888888888888889	0	NA	NA
172430	1	1	0.888888888888889	1	0.75	NA	NA	1	0.928571428571429	1	0.888888888888889	0.909090909090909	1	NA	1	0.8	1	0.8	0.9	0	NA	NA
172484	1	1	0.857142857142857	1	1	NA	NA	1	0.727272727272727	1	1	0.9	1	NA	1	1	NA	1	1	0	NA	NA
172526	1	1	0.75	0.857142857142857	0.75	NA	NA	1	1	1	0.8	1	1	NA	0.571428571428571	0.714285714285714	NA	0.75	1	0	NA	NA
172568	0.75	0.4	0.5	1	0.8	0.857142857142857	NA	0.833333333333333	0.642857142857143	0.666666666666667	0.777777777777778	0.692307692307692	0.666666666666667	NA	0.5	0.571428571428571	NA	NA	0.428571428571429	0	NA	NA
172628	0.6	0.8	0.666666666666667	0.75	0.833333333333333	1	NA	0.588235294117647	0.8	1	0.923076923076923	0.5625	0.8	NA	0.5	0.8	0.75	NA	0.8	0	NA	NA
172858	1	1	1	0.8	1	1	0.823529411764706	1	1	1	1	0.923076923076923	1	NA	1	0.833333333333333	NA	1	1	0	NA	NA
173018	1	NA	0.714285714285714	0.857142857142857	0.666666666666667	1	0.916666666666667	0.8	1	1	1	1	1	NA	1	0.9	NA	1	1	0	NA	NA
173712	NA	1	1	1	1	NA	1	1	1	NA	1	0.75	1	NA	1	1	NA	1	NA	0	NA	NA
173984	NA	0.714285714285714	0.833333333333333	0.875	1	0.714285714285714	0.615384615384615	0.642857142857143	0.466666666666667	1	0.833333333333333	0.875	0.714285714285714	NA	0.5	0.857142857142857	NA	0.692307692307692	1	0	NA	NA
174022	NA	NA	0.8	1	0.875	1	0.666666666666667	0.666666666666667	0.615384615384615	1	0.875	0.772727272727273	NA	NA	0.714285714285714	1	NA	0.733333333333333	0.888888888888889	0	NA	NA
174257	NA	NA	NA	0.75	NA	NA	1	0.666666666666667	0.615384615384615	0.777777777777778	1	0.5	NA	0.5	0.571428571428571	NA	0.833333333333333	0.4	0.666666666666667	0	NA	NA
174836	NA	1	0.75	1	NA	NA	1	0.727272727272727	1	0.833333333333333	0.777777777777778	0.833333333333333	NA	NA	1	NA	1	1	1	0	NA	NA
174885	1	0.8	0.75	1	NA	NA	1	1	1	1	1	0.909090909090909	NA	NA	1	NA	0.833333333333333	0.75	NA	0	NA	NA
174995	0.5	1	NA	1	NA	NA	0.666666666666667	1	0.875	0.875	0.857142857142857	0.4	0.5	NA	1	0.75	1	1	1	0	NA	NA
175052	1	1	1	1	0.8	NA	NA	1	1	1	1	0.923076923076923	1	NA	1	1	NA	1	NA	0	NA	NA
175447	0.714285714285714	0.625	0.714285714285714	0.9	1	0.4	0.785714285714286	0.8	0.857142857142857	1	0.769230769230769	0.724137931034483	0.714285714285714	NA	0.857142857142857	0.833333333333333	1	0.75	0.857142857142857	0	NA	NA
176068	0.888888888888889	0.6	0.571428571428571	0.666666666666667	0.75	1	0.727272727272727	0.8	0.75	0.75	0.857142857142857	0.526315789473684	1	0.75	0.777777777777778	0.692307692307692	0.428571428571429	0.692307692307692	1	0	NA	NA
176195	0.6	NA	0.75	0.909090909090909	0.857142857142857	0.666666666666667	0.769230769230769	0.727272727272727	0.928571428571429	1	0.777777777777778	0.903225806451613	0.714285714285714	NA	1	0.777777777777778	1	1	NA	0	NA	NA
176232	0.6	NA	1	0	1	0.8	0	0.888888888888889	1	1	0.9	0	0	1	1	0.411764705882353	0.2	1	NA	0	NA	NA
176412	NA	0.8	NA	1	1	1	0.9	0.928571428571429	0.7	1	1	0.933333333333333	1	NA	1	1	NA	1	1	0	NA	NA
178042	0.75	NA	1	NA	1	0.8	1	1	1	0.8	0.909090909090909	0.916666666666667	1	NA	0.8	1	NA	1	0.75	0	NA	NA
178058	1	1	NA	NA	0.888888888888889	1	1	1	1	NA	0.857142857142857	1	1	NA	1	NA	0.75	1	1	0	NA	NA
178060	1	1	NA	NA	1	1	0.857142857142857	1	1	NA	1	1	1	NA	1	NA	0.75	0.8	1	0	NA	NA
178216	1	1	NA	1	NA	NA	1	1	1	0.75	1	0.928571428571429	1	NA	1	NA	NA	NA	1	0	NA	NA
178523	1	0.875	1	0.9	1	1	0.888888888888889	0.9	0.9375	1	0.916666666666667	0.933333333333333	1	0.75	0.909090909090909	1	NA	1	1	0	NA	NA
178559	0.888888888888889	1	1	1	0.818181818181818	1	0.888888888888889	1	0.941176470588235	0.75	1	1	1	1	0.909090909090909	1	NA	1	1	0	NA	NA
178578	0.714285714285714	1	NA	1	1	1	0.909090909090909	0.909090909090909	1	0.857142857142857	1	0.857142857142857	1	1	0.875	1	NA	1	0.875	0	NA	NA
179001	0.916666666666667	NA	1	0.8	0.5	1	0.714285714285714	0.714285714285714	0.857142857142857	1	0.9	0.842105263157895	0.888888888888889	1	0.916666666666667	0.846153846153846	1	0.9	1	0	NA	NA
179514	0.933333333333333	1	0.555555555555556	0.636363636363636	1	0.6	0.8	0.80952380952381	0.863636363636364	1	1	0.833333333333333	0.846153846153846	NA	0.7	0.888888888888889	0.833333333333333	1	0.909090909090909	0	NA	NA
179719	1	0.8	1	1	NA	NA	0.8	0.923076923076923	1	0.8	1	1	NA	NA	0.833333333333333	NA	1	NA	NA	0	NA	NA
179732	0.714285714285714	1	1	1	NA	NA	1	1	1	1	1	1	NA	NA	1	NA	1	NA	NA	0	NA	NA
179800	0.75	0.8	0.75	0.8	NA	NA	0.75	0.833333333333333	0.75	0.8	1	0.7	1	0.6	0.8	NA	NA	NA	0.8	0	NA	NA
180095	0.909090909090909	0.875	1	0.875	1	0.777777777777778	1	1	0.846153846153846	1	1	0.92	1	0.833333333333333	0.857142857142857	1	NA	1	1	0	NA	NA
180305	0.833333333333333	0.833333333333333	NA	NA	1	NA	0.875	0.9	1	1	0.846153846153846	0.846153846153846	0.75	1	0.818181818181818	0.777777777777778	0.6	0.75	1	0	NA	NA
180517	NA	1	1	NA	NA	0.875	0.833333333333333	0.9375	0.842105263157895	0.75	0.888888888888889	0.928571428571429	NA	0.833333333333333	0.666666666666667	1	NA	0.833333333333333	0.857142857142857	0	NA	NA
180535	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	0.928571428571429	1	NA	0.833333333333333	1	0	NA	NA
180556	NA	1	NA	1	0.75	1	0.875	0.769230769230769	1	1	1	1	NA	0.8	0.944444444444444	1	1	1	0.75	0	NA	NA
180671	1	1	0.875	0.833333333333333	NA	0.875	1	1	1	0.888888888888889	1	0.9	NA	1	1	1	NA	NA	1	0	NA	NA
180693	0.916666666666667	1	1	1	NA	1	1	1	1	1	0.833333333333333	0.952380952380952	NA	1	1	1	NA	NA	1	0	NA	NA
180811	0.888888888888889	1	NA	1	1	1	NA	0.846153846153846	1	1	0.833333333333333	1	0.833333333333333	NA	1	1	NA	1	0.875	0	NA	NA
180863	1	1	NA	1	1	1	0.8	1	1	NA	0.833333333333333	0.833333333333333	0.714285714285714	1	1	0.888888888888889	NA	1	1	0	NA	NA
180875	1	1	NA	1	1	1	1	0.916666666666667	1	NA	1	1	1	NA	1	0.888888888888889	NA	1	1	0	NA	NA
180927	1	NA	NA	0.9	NA	1	1	1	1	1	1	1	1	NA	NA	1	NA	1	1	0	NA	NA
181003	0.75	NA	NA	1	NA	1	NA	1	1	0.833333333333333	1	1	1	NA	1	NA	NA	1	0.8	0	NA	NA
181067	1	1	1	1	NA	1	0.857142857142857	0.875	1	1	1	0.941176470588235	1	NA	NA	0.875	0.75	0.9	NA	0	NA	NA
181231	0.6	1	0.8	0.75	1	0.933333333333333	0.777777777777778	0.846153846153846	0.842105263157895	0.625	0.9	0.909090909090909	1	NA	1	0.75	0.8	1	0.714285714285714	0	NA	NA
181296	1	1	0.714285714285714	0.888888888888889	0.875	1	1	1	0.941176470588235	1	1	1	1	NA	NA	1	1	1	1	0	NA	NA
181370	1	1	1	1	1	NA	0.923076923076923	0.777777777777778	1	1	1	0.9375	1	1	1	0.727272727272727	NA	1	1	0	NA	NA
181698	0.909090909090909	0.5	0.888888888888889	0.923076923076923	0.923076923076923	0.9375	0.846153846153846	0.888888888888889	1	0.888888888888889	1	0.8125	0.8	1	0.875	0.909090909090909	1	0.882352941176471	1	0	NA	NA
182141	0.857142857142857	0.888888888888889	0.5	0.9	1	1	0.777777777777778	0.904761904761905	1	0.75	1	0.823529411764706	1	NA	0.9	0.714285714285714	NA	0.875	1	0	NA	NA
182224	1	0.9	1	0.875	0.928571428571429	1	1	0.954545454545455	1	1	1	0.875	0.923076923076923	NA	0.941176470588235	0.9375	1	0.8	1	0	NA	NA
182491	1	NA	1	1	1	1	1	0.941176470588235	1	1	1	0.944444444444444	1	1	0.923076923076923	1	NA	1	1	0	NA	NA
182878	1	0.6	0.75	0.916666666666667	0.6	NA	0.625	0.888888888888889	0.416666666666667	0.833333333333333	0.75	0.363636363636364	0.6	NA	0.75	0.8	0.75	0.75	0.714285714285714	0	NA	NA
182925	1	1	NA	1	NA	NA	0.666666666666667	0.833333333333333	0.769230769230769	1	0.888888888888889	0.714285714285714	1	NA	0.777777777777778	1	NA	0.923076923076923	0.714285714285714	0	NA	NA
182947	1	0.75	NA	0.666666666666667	NA	0.75	0.875	1	1	0.833333333333333	1	0.933333333333333	1	NA	0.625	0.714285714285714	NA	1	1	0	NA	NA
182958	0.909090909090909	1	0.75	1	NA	1	0.9	0.944444444444444	1	0.857142857142857	1	1	1	NA	1	1	NA	0.875	1	0	NA	NA
183424	1	NA	1	1	1	1	0.923076923076923	1	1	0.909090909090909	1	0.909090909090909	1	NA	1	0.923076923076923	1	1	1	0	NA	NA
183540	0.5	0.8	0.555555555555556	0.857142857142857	1	0.727272727272727	1	0.818181818181818	0.80952380952381	0.888888888888889	0.636363636363636	0.80952380952381	0.909090909090909	NA	0.533333333333333	0.705882352941177	1	0.615384615384615	0.714285714285714	0	NA	NA
183621	0.571428571428571	0.666666666666667	0.8	0.833333333333333	0.666666666666667	1	0.727272727272727	0.769230769230769	0.764705882352941	0.6	0.909090909090909	0.588235294117647	0.764705882352941	NA	0.9	0.692307692307692	1	0.642857142857143	0.333333333333333	0	NA	NA
184166	0.571428571428571	0.571428571428571	0.625	1	0.75	0.909090909090909	0.333333333333333	0.888888888888889	0.636363636363636	0.8	0.833333333333333	0.694444444444444	0.857142857142857	NA	0.888888888888889	0.636363636363636	NA	0.8	0.6	0	NA	NA
184282	0.833333333333333	0.5	0.4	0.857142857142857	0.454545454545455	0.909090909090909	0.75	1	1	0.636363636363636	0.625	0.833333333333333	0.875	NA	0.571428571428571	0.8	1	0.7	0.714285714285714	0	NA	NA
184376	1	1	1	1	1	1	NA	1	1	1	0.8	0.916666666666667	1	NA	NA	0.833333333333333	0.857142857142857	1	0.833333333333333	0	NA	NA
184700	1	NA	NA	1	NA	NA	1	0.777777777777778	1	1	1	0.909090909090909	1	NA	1	1	NA	NA	1	0	NA	NA
184927	1	1	1	1	1	1	1	0.888888888888889	1	0.9	1	1	1	NA	1	1	0.833333333333333	NA	1	0	NA	NA
185060	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	0.933333333333333	1	NA	1	0	NA	NA
185110	0.875	0.8	1	0.833333333333333	0.625	1	1	1	1	1	1	0.947368421052632	1	0.2	1	0.5	1	NA	1	0	NA	NA
185177	1	0.714285714285714	1	NA	1	0.75	0.9	1	0.933333333333333	1	1	0.944444444444444	0.666666666666667	NA	0.625	1	1	1	NA	0	NA	NA
185222	1	1	1	NA	1	1	1	1	1	0.666666666666667	1	1	1	NA	1	1	NA	NA	NA	0	NA	NA
185480	1	1	0.857142857142857	0.8	NA	NA	0.888888888888889	0.823529411764706	0.857142857142857	1	NA	1	0.833333333333333	NA	1	1	0.5	NA	0.75	0	NA	NA
185540	0.75	NA	1	0.888888888888889	0.8	NA	0.75	0.842105263157895	0.785714285714286	0.714285714285714	1	0.9	1	0.75	0.875	1	NA	NA	0.8	0	NA	NA
185728	NA	NA	1	1	1	NA	1	1	0.909090909090909	NA	1	1	1	1	0.888888888888889	0.75	0.75	1	1	0	NA	NA
185757	NA	1	1	1	1	NA	1	1	0.923076923076923	1	1	1	0.857142857142857	1	0.9	1	1	0.857142857142857	1	0	NA	NA
